87,77
88,77
89,77
90,77
91,77
87,78
88,78
89,78
90,78
91,78
87,79
88,79
89,79
90,79
91,79
87,80
88,80
89,80
90,80
91,80
87,81
88,81
89,81
90,81
91,81
88,82
89,82
90,82
88,83
89,83
90,83
88,84
89,84
90,84
88,85
89,85
90,85
105,85
85,86
86,86
87,86
88,86
89,86
90,86
91,86
92,86
101,86
105,86
85,87
86,87
87,87
88,87
89,87
90,87
91,87
92,87
101,87
102,87
103,87
104,87
105,87
85,88
86,88
87,88
88,88
89,88
90,88
91,88
92,88
101,88
102,88
103,88
104,88
105,88
86,89
87,89
88,89
89,89
90,89
91,89
92,89
101,89
102,89
103,89
104,89
105,89
86,90
87,90
88,90
89,90
90,90
101,90
102,90
103,90
104,90
105,90
86,91
87,91
88,91
89,91
90,91
91,91
92,91
93,91
94,91
95,91
96,91
97,91
98,91
99,91
100,91
101,91
102,91
103,91
104,91
105,91
86,92
87,92
88,92
89,92
90,92
91,92
92,92
93,92
94,92
95,92
96,92
97,92
98,92
99,92
100,92
101,92
102,92
103,92
104,92
105,92
86,93
87,93
88,93
89,93
90,93
91,93
92,93
93,93
94,93
95,93
96,93
97,93
98,93
99,93
100,93
101,93
102,93
103,93
104,93
105,93
106,93
107,93
108,93
109,93
110,93
111,93
112,93
113,93
114,93
115,93
116,93
117,93
118,93
119,93
120,93
81,94
82,94
83,94
84,94
85,94
86,94
87,94
88,94
89,94
90,94
91,94
92,94
93,94
94,94
95,94
96,94
97,94
98,94
99,94
100,94
101,94
102,94
103,94
104,94
105,94
106,94
107,94
108,94
118,94
119,94
120,94
81,95
82,95
83,95
84,95
85,95
86,95
87,95
88,95
89,95
90,95
91,95
92,95
93,95
94,95
95,95
96,95
97,95
98,95
99,95
100,95
101,95
102,95
103,95
104,95
81,96
82,96
83,96
84,96
85,96
86,96
87,96
88,96
89,96
90,96
91,96
92,96
93,96
94,96
95,96
96,96
97,96
98,96
99,96
100,96
101,96
102,96
103,96
104,96
81,97
82,97
83,97
84,97
85,97
86,97
87,97
88,97
89,97
90,97
91,97
92,97
93,97
94,97
95,97
96,97
97,97
98,97
99,97
100,97
101,97
102,97
103,97
104,97
81,98
82,98
83,98
84,98
85,98
86,98
87,98
88,98
89,98
90,98
91,98
92,98
93,98
94,98
95,98
96,98
97,98
98,98
99,98
100,98
101,98
102,98
103,98
104,98
81,99
82,99
83,99
84,99
85,99
86,99
87,99
88,99
89,99
90,99
91,99
92,99
93,99
94,99
95,99
96,99
97,99
98,99
99,99
100,99
101,99
102,99
103,99
104,99
84,100
85,100
86,100
87,100
88,100
89,100
90,100
91,100
92,100
93,100
94,100
95,100
96,100
97,100
98,100
99,100
100,100
101,100
102,100
103,100
104,100
84,101
85,101
86,101
87,101
88,101
89,101
90,101
91,101
92,101
93,101
94,101
95,101
96,101
97,101
98,101
99,101
100,101
101,101
102,101
103,101
104,101
84,102
85,102
86,102
87,102
88,102
89,102
90,102
91,102
92,102
93,102
94,102
95,102
96,102
97,102
98,102
99,102
100,102
101,102
102,102
103,102
104,102
105,102
107,102
108,102
84,103
85,103
86,103
87,103
88,103
89,103
90,103
91,103
92,103
93,103
94,103
95,103
96,103
97,103
98,103
99,103
100,103
101,103
102,103
103,103
104,103
105,103
107,103
108,103
109,103
110,103
111,103
112,103
113,103
114,103
115,103
116,103
117,103
118,103
90,104
91,104
92,104
93,104
94,104
95,104
96,104
97,104
98,104
99,104
100,104
101,104
102,104
103,104
104,104
105,104
106,104
107,104
108,104
90,105
91,105
92,105
93,105
94,105
95,105
96,105
97,105
98,105
99,105
100,105
101,105
102,105
103,105
104,105
105,105
106,105
107,105
108,105
90,106
91,106
92,106
93,106
94,106
95,106
96,106
97,106
98,106
99,106
100,106
101,106
102,106
103,106
104,106
105,106
106,106
107,106
108,106
92,107
93,107
94,107
95,107
96,107
97,107
98,107
102,107
103,107
104,107
105,107
106,107
107,107
108,107
92,108
93,108
94,108
95,108
96,108
97,108
98,108
99,108
100,108
102,108
103,108
104,108
106,108
107,108
108,108
109,108
92,109
93,109
94,109
95,109
96,109
97,109
98,109
99,109
100,109
101,109
102,109
103,109
104,109
106,109
107,109
108,109
92,110
93,110
94,110
95,110
96,110
97,110
98,110
99,110
100,110
101,110
102,110
103,110
104,110
107,110
108,110
92,111
93,111
94,111
95,111
96,111
97,111
98,111
99,111
100,111
101,111
102,111
103,111
104,111
98,112
99,112
100,112
102,112
103,112
104,112
99,113
100,113
101,113
102,113
103,113
104,113
99,114
100,114
101,114
102,114
103,114
104,114
99,115
100,115
101,115
102,115
103,115
104,115
99,116
100,116
101,116
102,116
103,116
104,116
99,117
100,117
101,117
102,117
103,117
104,117
99,118
100,118
101,118
102,118
103,118
104,118
98,119
99,119
100,119
101,119
102,119
103,119
104,119
103,120
